subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	
cat_between_MRI_998	 1	 2	 01	 1	 1	 4.017722e+00	 PesekZman.bmp	 BambaNugat.bmp	 49	 47	 1	 x	 2	 999	 999000.00	 4.83	 4.85	 
cat_between_MRI_998	 1	 2	 01	 1	 2	 1.202100e+01	 PesekZman.bmp	 KinderBuenoWhite2.bmp	 49	 53	 1	 x	 2	 999	 999000.00	 4.83	 4.76	 
cat_between_MRI_998	 1	 2	 01	 1	 3	 1.701820e+01	 DoritosNatural.bmp	 ClickBalls5.bmp	 52	 46	 0	 x	 2	 999	 999000.00	 4.79	 4.91	 
cat_between_MRI_998	 1	 2	 01	 1	 4	 2.000952e+01	 KifkefMaklot2.bmp	 Dubonim.bmp	 12	 11	 0	 x	 1	 999	 999000.00	 5.77	 5.81	 
cat_between_MRI_998	 1	 2	 01	 1	 5	 2.501452e+01	 ChocolateParaCookies5.bmp	 ClickBalls5.bmp	 45	 46	 0	 x	 2	 999	 999000.00	 4.96	 4.91	 
cat_between_MRI_998	 1	 2	 01	 1	 6	 2.801780e+01	 Apropo.bmp	 Twix.bmp	 9	 7	 1	 x	 1	 999	 999000.00	 6.04	 6.13	 
cat_between_MRI_998	 1	 2	 01	 1	 7	 3.301835e+01	 ChocolateParaCookies5.bmp	 KashitSour.bmp	 45	 51	 0	 x	 2	 999	 999000.00	 4.96	 4.81	 
cat_between_MRI_998	 1	 2	 01	 1	 8	 3.801232e+01	 DoritosGrill.bmp	 Halva2.bmp	 18	 16	 0	 x	 1	 999	 999000.00	 5.57	 5.58	 
cat_between_MRI_998	 1	 2	 01	 1	 9	 4.501824e+01	 KinderBuenoWhite2.bmp	 ClickBalls5.bmp	 53	 46	 0	 x	 2	 999	 999000.00	 4.76	 4.91	 
cat_between_MRI_998	 1	 2	 01	 1	 10	 4.801873e+01	 ChocolateParaCookies5.bmp	 PesekZman.bmp	 45	 49	 0	 x	 2	 999	 999000.00	 4.96	 4.83	 
cat_between_MRI_998	 1	 2	 01	 1	 11	 5.101021e+01	 Apropo.bmp	 BagaleShtuhim.bmp	 9	 13	 1	 x	 1	 999	 999000.00	 6.04	 5.77	 
cat_between_MRI_998	 1	 2	 01	 1	 12	 5.401359e+01	 KifkefMaklot2.bmp	 Popco.bmp	 12	 8	 0	 x	 1	 999	 999000.00	 5.77	 6.12	 
cat_between_MRI_998	 1	 2	 01	 1	 13	 5.701748e+01	 KinderBuenoBrown3.bmp	 ClickBalls5.bmp	 44	 46	 0	 x	 2	 999	 999000.00	 5.01	 4.91	 
cat_between_MRI_998	 1	 2	 01	 1	 14	 6.101884e+01	 ClickBalls5.bmp	 Smarties.bmp	 46	 50	 1	 x	 2	 999	 999000.00	 4.91	 4.81	 
cat_between_MRI_998	 1	 2	 01	 1	 15	 6.701192e+01	 BisliGrill.bmp	 DoritosNatural.bmp	 48	 52	 1	 x	 2	 999	 999000.00	 4.85	 4.79	 
cat_between_MRI_998	 1	 2	 01	 1	 16	 7.001582e+01	 Dubonim.bmp	 DoritosGrill.bmp	 11	 18	 1	 x	 1	 999	 999000.00	 5.81	 5.57	 
cat_between_MRI_998	 1	 2	 01	 1	 17	 7.501908e+01	 BambaNugat.bmp	 ClickXLwhite4.bmp	 47	 43	 0	 x	 2	 999	 999000.00	 4.85	 5.03	 
cat_between_MRI_998	 1	 2	 01	 1	 18	 8.201396e+01	 Apropo.bmp	 DoritosGrill.bmp	 9	 18	 1	 x	 1	 999	 999000.00	 6.04	 5.57	 
cat_between_MRI_998	 1	 2	 01	 1	 19	 8.501615e+01	 PesekZman.bmp	 KinderBuenoBrown3.bmp	 49	 44	 1	 x	 2	 999	 999000.00	 4.83	 5.01	 
cat_between_MRI_998	 1	 2	 01	 1	 20	 9.201949e+01	 DoritosGrill.bmp	 Tictac.bmp	 18	 17	 0	 x	 1	 999	 999000.00	 5.57	 5.57	 
cat_between_MRI_998	 1	 2	 01	 1	 21	 1.000160e+02	 Dubonim.bmp	 WerthersOriginal.bmp	 11	 10	 1	 x	 1	 999	 999000.00	 5.81	 5.85	 
cat_between_MRI_998	 1	 2	 01	 1	 22	 1.030195e+02	 BagaleShtuhim.bmp	 Halva2.bmp	 13	 16	 0	 x	 1	 999	 999000.00	 5.77	 5.58	 
cat_between_MRI_998	 1	 2	 01	 1	 23	 1.060197e+02	 DoritosNatural.bmp	 Mentos.bmp	 52	 54	 0	 x	 2	 999	 999000.00	 4.79	 4.73	 
cat_between_MRI_998	 1	 2	 01	 1	 24	 1.110112e+02	 ClickXLwhite4.bmp	 KinderBuenoWhite2.bmp	 43	 53	 1	 x	 2	 999	 999000.00	 5.03	 4.76	 
cat_between_MRI_998	 1	 2	 01	 1	 25	 1.150157e+02	 Dubonim.bmp	 Twix.bmp	 11	 7	 1	 x	 1	 999	 999000.00	 5.81	 6.13	 
cat_between_MRI_998	 1	 2	 01	 1	 26	 1.190205e+02	 Popco.bmp	 Twix.bmp	 8	 7	 1	 x	 1	 999	 999000.00	 6.12	 6.13	 
cat_between_MRI_998	 1	 2	 01	 1	 27	 1.240091e+02	 Smarties.bmp	 PesekZman.bmp	 50	 49	 0	 x	 2	 999	 999000.00	 4.81	 4.83	 
cat_between_MRI_998	 1	 2	 01	 1	 28	 1.270153e+02	 Halva2.bmp	 WerthersOriginal.bmp	 16	 10	 1	 x	 1	 999	 999000.00	 5.58	 5.85	 
cat_between_MRI_998	 1	 2	 01	 1	 29	 1.310174e+02	 KinderBuenoWhite2.bmp	 BisliGrill.bmp	 53	 48	 0	 x	 2	 999	 999000.00	 4.76	 4.85	 
cat_between_MRI_998	 1	 2	 01	 1	 30	 1.430145e+02	 DoritosGrill.bmp	 ChocolateParaMilk3.bmp	 18	 14	 0	 x	 1	 999	 999000.00	 5.57	 5.67	 
cat_between_MRI_998	 1	 2	 01	 1	 31	 1.470194e+02	 Bounty.bmp	 Dubonim.bmp	 15	 11	 0	 x	 1	 999	 999000.00	 5.62	 5.81	 
cat_between_MRI_998	 1	 2	 01	 1	 32	 1.520080e+02	 ChocolateParaCookies5.bmp	 ClickXLwhite4.bmp	 45	 43	 0	 x	 2	 999	 999000.00	 4.96	 5.03	 
cat_between_MRI_998	 1	 2	 01	 1	 33	 1.570133e+02	 KifkefMaklot2.bmp	 ChocolateParaMilk3.bmp	 12	 14	 0	 x	 1	 999	 999000.00	 5.77	 5.67	 
cat_between_MRI_998	 1	 2	 01	 1	 34	 1.600160e+02	 BagaleShtuhim.bmp	 Dubonim.bmp	 13	 11	 0	 x	 1	 999	 999000.00	 5.77	 5.81	 
cat_between_MRI_998	 1	 2	 01	 1	 35	 1.660209e+02	 KashitSour.bmp	 KinderBuenoWhite2.bmp	 51	 53	 1	 x	 2	 999	 999000.00	 4.81	 4.76	 
