subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	
cat_between_MRI_998	 1	 2	 01	 1	 36	 1.700115e+02	 KinderBuenoBrown3.bmp	 KashitSour.bmp	 44	 51	 0	 x	 2	 999	 999000.00	 5.01	 4.81	 
cat_between_MRI_998	 1	 2	 01	 1	 37	 1.760179e+02	 Bounty.bmp	 Halva2.bmp	 15	 16	 0	 x	 1	 999	 999000.00	 5.62	 5.58	 
cat_between_MRI_998	 1	 2	 01	 1	 38	 1.820085e+02	 KashitSour.bmp	 BambaNugat.bmp	 51	 47	 1	 x	 2	 999	 999000.00	 4.81	 4.85	 
cat_between_MRI_998	 1	 2	 01	 1	 39	 1.890172e+02	 Apropo.bmp	 WerthersOriginal.bmp	 9	 10	 1	 x	 1	 999	 999000.00	 6.04	 5.85	 
cat_between_MRI_998	 1	 2	 01	 1	 40	 1.930208e+02	 Tictac.bmp	 Bounty.bmp	 17	 15	 1	 x	 1	 999	 999000.00	 5.57	 5.62	 
cat_between_MRI_998	 1	 2	 01	 1	 41	 1.960081e+02	 ChocolateParaMilk3.bmp	 Twix.bmp	 14	 7	 1	 x	 1	 999	 999000.00	 5.67	 6.13	 
cat_between_MRI_998	 1	 2	 01	 1	 42	 2.030148e+02	 ClickXLwhite4.bmp	 KinderBuenoBrown3.bmp	 43	 44	 1	 x	 2	 999	 999000.00	 5.03	 5.01	 
cat_between_MRI_998	 1	 2	 01	 1	 43	 2.090221e+02	 Tictac.bmp	 KifkefMaklot2.bmp	 17	 12	 1	 x	 1	 999	 999000.00	 5.57	 5.77	 
cat_between_MRI_998	 1	 2	 01	 1	 44	 2.140102e+02	 ChocolateParaCookies5.bmp	 BisliGrill.bmp	 45	 48	 0	 x	 2	 999	 999000.00	 4.96	 4.85	 
cat_between_MRI_998	 1	 2	 01	 1	 45	 2.170155e+02	 Tictac.bmp	 BagaleShtuhim.bmp	 17	 13	 1	 x	 1	 999	 999000.00	 5.57	 5.77	 
cat_between_MRI_998	 1	 2	 01	 1	 46	 2.200190e+02	 Bounty.bmp	 Apropo.bmp	 15	 9	 0	 x	 1	 999	 999000.00	 5.62	 6.04	 
cat_between_MRI_998	 1	 2	 01	 1	 47	 2.270090e+02	 ChocolateParaMilk3.bmp	 BagaleShtuhim.bmp	 14	 13	 1	 x	 1	 999	 999000.00	 5.67	 5.77	 
cat_between_MRI_998	 1	 2	 01	 1	 48	 2.300116e+02	 KashitSour.bmp	 DoritosNatural.bmp	 51	 52	 1	 x	 2	 999	 999000.00	 4.81	 4.79	 
cat_between_MRI_998	 1	 2	 01	 1	 49	 2.370217e+02	 BambaNugat.bmp	 ClickBalls5.bmp	 47	 46	 0	 x	 2	 999	 999000.00	 4.85	 4.91	 
cat_between_MRI_998	 1	 2	 01	 1	 50	 2.420093e+02	 Popco.bmp	 DoritosGrill.bmp	 8	 18	 1	 x	 1	 999	 999000.00	 6.12	 5.57	 
cat_between_MRI_998	 1	 2	 01	 1	 51	 2.480162e+02	 BagaleShtuhim.bmp	 Popco.bmp	 13	 8	 0	 x	 1	 999	 999000.00	 5.77	 6.12	 
cat_between_MRI_998	 1	 2	 01	 1	 52	 2.510197e+02	 Smarties.bmp	 ClickXLwhite4.bmp	 50	 43	 0	 x	 2	 999	 999000.00	 4.81	 5.03	 
cat_between_MRI_998	 1	 2	 01	 1	 53	 2.610137e+02	 Halva2.bmp	 Twix.bmp	 16	 7	 1	 x	 1	 999	 999000.00	 5.58	 6.13	 
cat_between_MRI_998	 1	 2	 01	 1	 54	 2.690238e+02	 BisliGrill.bmp	 BambaNugat.bmp	 48	 47	 1	 x	 2	 999	 999000.00	 4.85	 4.85	 
cat_between_MRI_998	 1	 2	 01	 1	 55	 2.780160e+02	 KinderBuenoBrown3.bmp	 Mentos.bmp	 44	 54	 0	 x	 2	 999	 999000.00	 5.01	 4.73	 
cat_between_MRI_998	 1	 2	 01	 1	 56	 2.810198e+02	 Apropo.bmp	 KifkefMaklot2.bmp	 9	 12	 1	 x	 1	 999	 999000.00	 6.04	 5.77	 
cat_between_MRI_998	 1	 2	 01	 1	 57	 2.840228e+02	 KashitSour.bmp	 Smarties.bmp	 51	 50	 1	 x	 2	 999	 999000.00	 4.81	 4.81	 
cat_between_MRI_998	 1	 2	 01	 1	 58	 2.880103e+02	 Tictac.bmp	 WerthersOriginal.bmp	 17	 10	 1	 x	 1	 999	 999000.00	 5.57	 5.85	 
cat_between_MRI_998	 1	 2	 01	 1	 59	 2.940180e+02	 Mentos.bmp	 KinderBuenoWhite2.bmp	 54	 53	 1	 x	 2	 999	 999000.00	 4.73	 4.76	 
cat_between_MRI_998	 1	 2	 01	 1	 60	 2.970210e+02	 Bounty.bmp	 Popco.bmp	 15	 8	 0	 x	 1	 999	 999000.00	 5.62	 6.12	 
cat_between_MRI_998	 1	 2	 01	 1	 61	 3.000246e+02	 ChocolateParaCookies5.bmp	 Mentos.bmp	 45	 54	 0	 x	 2	 999	 999000.00	 4.96	 4.73	 
cat_between_MRI_998	 1	 2	 01	 1	 62	 3.040083e+02	 ChocolateParaMilk3.bmp	 Bounty.bmp	 14	 15	 1	 x	 1	 999	 999000.00	 5.67	 5.62	 
cat_between_MRI_998	 1	 2	 01	 1	 63	 3.120217e+02	 ClickXLwhite4.bmp	 DoritosNatural.bmp	 43	 52	 1	 x	 2	 999	 999000.00	 5.03	 4.79	 
cat_between_MRI_998	 1	 2	 01	 1	 64	 3.160083e+02	 WerthersOriginal.bmp	 ChocolateParaMilk3.bmp	 10	 14	 0	 x	 1	 999	 999000.00	 5.85	 5.67	 
cat_between_MRI_998	 1	 2	 01	 1	 65	 3.240183e+02	 KifkefMaklot2.bmp	 Halva2.bmp	 12	 16	 0	 x	 1	 999	 999000.00	 5.77	 5.58	 
cat_between_MRI_998	 1	 2	 01	 1	 66	 3.280227e+02	 BambaNugat.bmp	 Mentos.bmp	 47	 54	 0	 x	 2	 999	 999000.00	 4.85	 4.73	 
cat_between_MRI_998	 1	 2	 01	 1	 67	 3.340133e+02	 BisliGrill.bmp	 Smarties.bmp	 48	 50	 1	 x	 2	 999	 999000.00	 4.85	 4.81	 
cat_between_MRI_998	 1	 2	 01	 1	 68	 3.370085e+02	 Popco.bmp	 WerthersOriginal.bmp	 8	 10	 1	 x	 1	 999	 999000.00	 6.12	 5.85	 
cat_between_MRI_998	 1	 2	 01	 1	 69	 3.410209e+02	 Smarties.bmp	 Mentos.bmp	 50	 54	 0	 x	 2	 999	 999000.00	 4.81	 4.73	 
cat_between_MRI_998	 1	 2	 01	 1	 70	 3.510088e+02	 Twix.bmp	 Tictac.bmp	 7	 17	 0	 x	 1	 999	 999000.00	 6.13	 5.57	 
cat_between_MRI_998	 1	 2	 01	 1	 71	 3.570127e+02	 DoritosNatural.bmp	 PesekZman.bmp	 52	 49	 0	 x	 2	 999	 999000.00	 4.79	 4.83	 
cat_between_MRI_998	 1	 2	 01	 1	 72	 3.600100e+02	 BisliGrill.bmp	 KinderBuenoBrown3.bmp	 48	 44	 1	 x	 2	 999	 999000.00	 4.85	 5.01	 
