subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	
cat_between_MRI_998	 1	 2	 02	 1	 1	 4.144439e+00	 Mentos.bmp	 DoritosNatural.bmp	 54	 52	 1	 x	 2	 999	 999000.00	 4.73	 4.79	 
cat_between_MRI_998	 1	 2	 02	 1	 2	 7.147758e+00	 ClickXLwhite4.bmp	 DoritosNatural.bmp	 43	 52	 1	 x	 2	 999	 999000.00	 5.03	 4.79	 
cat_between_MRI_998	 1	 2	 02	 1	 3	 1.015115e+01	 ChocolateParaCookies5.bmp	 BisliGrill.bmp	 45	 48	 0	 x	 2	 999	 999000.00	 4.96	 4.85	 
cat_between_MRI_998	 1	 2	 02	 1	 4	 1.313763e+01	 KashitSour.bmp	 KinderBuenoWhite2.bmp	 51	 53	 1	 x	 2	 999	 999000.00	 4.81	 4.76	 
cat_between_MRI_998	 1	 2	 02	 1	 5	 2.415022e+01	 WerthersOriginal.bmp	 Tictac.bmp	 10	 17	 0	 x	 1	 999	 999000.00	 5.85	 5.57	 
cat_between_MRI_998	 1	 2	 02	 1	 6	 3.214251e+01	 Apropo.bmp	 Twix.bmp	 9	 7	 1	 x	 1	 999	 999000.00	 6.04	 6.13	 
cat_between_MRI_998	 1	 2	 02	 1	 7	 3.514592e+01	 ClickXLwhite4.bmp	 KinderBuenoBrown3.bmp	 43	 44	 1	 x	 2	 999	 999000.00	 5.03	 5.01	 
cat_between_MRI_998	 1	 2	 02	 1	 8	 4.115261e+01	 KifkefMaklot2.bmp	 Tictac.bmp	 12	 17	 0	 x	 1	 999	 999000.00	 5.77	 5.57	 
cat_between_MRI_998	 1	 2	 02	 1	 9	 4.814381e+01	 Twix.bmp	 Halva2.bmp	 7	 16	 0	 x	 1	 999	 999000.00	 6.13	 5.58	 
cat_between_MRI_998	 1	 2	 02	 1	 10	 5.114714e+01	 BisliGrill.bmp	 KinderBuenoWhite2.bmp	 48	 53	 1	 x	 2	 999	 999000.00	 4.85	 4.76	 
cat_between_MRI_998	 1	 2	 02	 1	 11	 5.813833e+01	 ChocolateParaCookies5.bmp	 ClickXLwhite4.bmp	 45	 43	 0	 x	 2	 999	 999000.00	 4.96	 5.03	 
cat_between_MRI_998	 1	 2	 02	 1	 12	 6.514622e+01	 KinderBuenoBrown3.bmp	 ClickBalls5.bmp	 44	 46	 0	 x	 2	 999	 999000.00	 5.01	 4.91	 
cat_between_MRI_998	 1	 2	 02	 1	 13	 6.814963e+01	 ClickXLwhite4.bmp	 BambaNugat.bmp	 43	 47	 1	 x	 2	 999	 999000.00	 5.03	 4.85	 
cat_between_MRI_998	 1	 2	 02	 1	 14	 7.313859e+01	 DoritosNatural.bmp	 ClickBalls5.bmp	 52	 46	 0	 x	 2	 999	 999000.00	 4.79	 4.91	 
cat_between_MRI_998	 1	 2	 02	 1	 15	 7.614185e+01	 BagaleShtuhim.bmp	 Popco.bmp	 13	 8	 0	 x	 1	 999	 999000.00	 5.77	 6.12	 
cat_between_MRI_998	 1	 2	 02	 1	 16	 8.415085e+01	 Halva2.bmp	 DoritosGrill.bmp	 16	 18	 1	 x	 1	 999	 999000.00	 5.58	 5.57	 
cat_between_MRI_998	 1	 2	 02	 1	 17	 8.713755e+01	 Tictac.bmp	 Twix.bmp	 17	 7	 1	 x	 1	 999	 999000.00	 5.57	 6.13	 
cat_between_MRI_998	 1	 2	 02	 1	 18	 9.114207e+01	 BagaleShtuhim.bmp	 ChocolateParaMilk3.bmp	 13	 14	 0	 x	 1	 999	 999000.00	 5.77	 5.67	 
cat_between_MRI_998	 1	 2	 02	 1	 19	 9.614773e+01	 DoritosGrill.bmp	 Apropo.bmp	 18	 9	 0	 x	 1	 999	 999000.00	 5.57	 6.04	 
cat_between_MRI_998	 1	 2	 02	 1	 20	 1.021375e+02	 DoritosGrill.bmp	 Tictac.bmp	 18	 17	 0	 x	 1	 999	 999000.00	 5.57	 5.57	 
cat_between_MRI_998	 1	 2	 02	 1	 21	 1.101468e+02	 ChocolateParaCookies5.bmp	 ClickBalls5.bmp	 45	 46	 0	 x	 2	 999	 999000.00	 4.96	 4.91	 
cat_between_MRI_998	 1	 2	 02	 1	 22	 1.151524e+02	 KashitSour.bmp	 BambaNugat.bmp	 51	 47	 1	 x	 2	 999	 999000.00	 4.81	 4.85	 
cat_between_MRI_998	 1	 2	 02	 1	 23	 1.241458e+02	 Popco.bmp	 Bounty.bmp	 8	 15	 1	 x	 1	 999	 999000.00	 6.12	 5.62	 
cat_between_MRI_998	 1	 2	 02	 1	 24	 1.311366e+02	 DoritosGrill.bmp	 Popco.bmp	 18	 8	 0	 x	 1	 999	 999000.00	 5.57	 6.12	 
cat_between_MRI_998	 1	 2	 02	 1	 25	 1.361425e+02	 Smarties.bmp	 PesekZman.bmp	 50	 49	 0	 x	 2	 999	 999000.00	 4.81	 4.83	 
cat_between_MRI_998	 1	 2	 02	 1	 26	 1.391460e+02	 BambaNugat.bmp	 ClickBalls5.bmp	 47	 46	 0	 x	 2	 999	 999000.00	 4.85	 4.91	 
cat_between_MRI_998	 1	 2	 02	 1	 27	 1.431505e+02	 Apropo.bmp	 BagaleShtuhim.bmp	 9	 13	 1	 x	 1	 999	 999000.00	 6.04	 5.77	 
cat_between_MRI_998	 1	 2	 02	 1	 28	 1.471383e+02	 ChocolateParaMilk3.bmp	 WerthersOriginal.bmp	 14	 10	 1	 x	 1	 999	 999000.00	 5.67	 5.85	 
cat_between_MRI_998	 1	 2	 02	 1	 29	 1.521439e+02	 KashitSour.bmp	 Smarties.bmp	 51	 50	 1	 x	 2	 999	 999000.00	 4.81	 4.81	 
cat_between_MRI_998	 1	 2	 02	 1	 30	 1.561484e+02	 BisliGrill.bmp	 Smarties.bmp	 48	 50	 1	 x	 2	 999	 999000.00	 4.85	 4.81	 
cat_between_MRI_998	 1	 2	 02	 1	 31	 1.621386e+02	 PesekZman.bmp	 KinderBuenoBrown3.bmp	 49	 44	 1	 x	 2	 999	 999000.00	 4.83	 5.01	 
cat_between_MRI_998	 1	 2	 02	 1	 32	 1.661430e+02	 Mentos.bmp	 KinderBuenoWhite2.bmp	 54	 53	 1	 x	 2	 999	 999000.00	 4.73	 4.76	 
cat_between_MRI_998	 1	 2	 02	 1	 33	 1.701474e+02	 ChocolateParaMilk3.bmp	 KifkefMaklot2.bmp	 14	 12	 1	 x	 1	 999	 999000.00	 5.67	 5.77	 
cat_between_MRI_998	 1	 2	 02	 1	 34	 1.761372e+02	 Halva2.bmp	 WerthersOriginal.bmp	 16	 10	 1	 x	 1	 999	 999000.00	 5.58	 5.85	 
cat_between_MRI_998	 1	 2	 02	 1	 35	 1.811431e+02	 ChocolateParaCookies5.bmp	 Mentos.bmp	 45	 54	 0	 x	 2	 999	 999000.00	 4.96	 4.73	 
cat_between_MRI_998	 1	 2	 02	 1	 36	 1.861487e+02	 ChocolateParaMilk3.bmp	 DoritosGrill.bmp	 14	 18	 1	 x	 1	 999	 999000.00	 5.67	 5.57	 
cat_between_MRI_998	 1	 2	 02	 1	 37	 1.941410e+02	 KinderBuenoBrown3.bmp	 BisliGrill.bmp	 44	 48	 0	 x	 2	 999	 999000.00	 5.01	 4.85	 
cat_between_MRI_998	 1	 2	 02	 1	 38	 2.011490e+02	 KashitSour.bmp	 ChocolateParaCookies5.bmp	 51	 45	 1	 x	 2	 999	 999000.00	 4.81	 4.96	 
cat_between_MRI_998	 1	 2	 02	 1	 39	 2.051368e+02	 BambaNugat.bmp	 BisliGrill.bmp	 47	 48	 0	 x	 2	 999	 999000.00	 4.85	 4.85	 
cat_between_MRI_998	 1	 2	 02	 1	 40	 2.081400e+02	 Smarties.bmp	 ClickXLwhite4.bmp	 50	 43	 0	 x	 2	 999	 999000.00	 4.81	 5.03	 
cat_between_MRI_998	 1	 2	 02	 1	 41	 2.211378e+02	 BagaleShtuhim.bmp	 Dubonim.bmp	 13	 11	 0	 x	 1	 999	 999000.00	 5.77	 5.81	 
cat_between_MRI_998	 1	 2	 02	 1	 42	 2.241414e+02	 Mentos.bmp	 BambaNugat.bmp	 54	 47	 1	 x	 2	 999	 999000.00	 4.73	 4.85	 
cat_between_MRI_998	 1	 2	 02	 1	 43	 2.271447e+02	 Apropo.bmp	 Bounty.bmp	 9	 15	 1	 x	 1	 999	 999000.00	 6.04	 5.62	 
cat_between_MRI_998	 1	 2	 02	 1	 44	 2.361383e+02	 Twix.bmp	 Popco.bmp	 7	 8	 0	 x	 1	 999	 999000.00	 6.13	 6.12	 
cat_between_MRI_998	 1	 2	 02	 1	 45	 2.411438e+02	 PesekZman.bmp	 DoritosNatural.bmp	 49	 52	 1	 x	 2	 999	 999000.00	 4.83	 4.79	 
cat_between_MRI_998	 1	 2	 02	 1	 46	 2.461495e+02	 Dubonim.bmp	 WerthersOriginal.bmp	 11	 10	 1	 x	 1	 999	 999000.00	 5.81	 5.85	 
cat_between_MRI_998	 1	 2	 02	 1	 47	 2.511384e+02	 KinderBuenoWhite2.bmp	 ClickXLwhite4.bmp	 53	 43	 0	 x	 2	 999	 999000.00	 4.76	 5.03	 
cat_between_MRI_998	 1	 2	 02	 1	 48	 2.561440e+02	 ChocolateParaMilk3.bmp	 Twix.bmp	 14	 7	 1	 x	 1	 999	 999000.00	 5.67	 6.13	 
cat_between_MRI_998	 1	 2	 02	 1	 49	 2.611496e+02	 Tictac.bmp	 BagaleShtuhim.bmp	 17	 13	 1	 x	 1	 999	 999000.00	 5.57	 5.77	 
cat_between_MRI_998	 1	 2	 02	 1	 50	 2.651371e+02	 BisliGrill.bmp	 DoritosNatural.bmp	 48	 52	 1	 x	 2	 999	 999000.00	 4.85	 4.79	 
cat_between_MRI_998	 1	 2	 02	 1	 51	 2.721453e+02	 Halva2.bmp	 KifkefMaklot2.bmp	 16	 12	 1	 x	 1	 999	 999000.00	 5.58	 5.77	 
cat_between_MRI_998	 1	 2	 02	 1	 52	 2.771508e+02	 Bounty.bmp	 Tictac.bmp	 15	 17	 0	 x	 1	 999	 999000.00	 5.62	 5.57	 
cat_between_MRI_998	 1	 2	 02	 1	 53	 2.801377e+02	 BambaNugat.bmp	 PesekZman.bmp	 47	 49	 0	 x	 2	 999	 999000.00	 4.85	 4.83	 
cat_between_MRI_998	 1	 2	 02	 1	 54	 2.841421e+02	 Halva2.bmp	 BagaleShtuhim.bmp	 16	 13	 1	 x	 1	 999	 999000.00	 5.58	 5.77	 
cat_between_MRI_998	 1	 2	 02	 1	 55	 2.901488e+02	 Smarties.bmp	 Mentos.bmp	 50	 54	 0	 x	 2	 999	 999000.00	 4.81	 4.73	 
cat_between_MRI_998	 1	 2	 02	 1	 56	 2.951375e+02	 DoritosGrill.bmp	 Dubonim.bmp	 18	 11	 0	 x	 1	 999	 999000.00	 5.57	 5.81	 
cat_between_MRI_998	 1	 2	 02	 1	 57	 3.011445e+02	 KinderBuenoWhite2.bmp	 PesekZman.bmp	 53	 49	 0	 x	 2	 999	 999000.00	 4.76	 4.83	 
cat_between_MRI_998	 1	 2	 02	 1	 58	 3.041479e+02	 Dubonim.bmp	 Twix.bmp	 11	 7	 1	 x	 1	 999	 999000.00	 5.81	 6.13	 
cat_between_MRI_998	 1	 2	 02	 1	 59	 3.071512e+02	 KashitSour.bmp	 KinderBuenoBrown3.bmp	 51	 44	 1	 x	 2	 999	 999000.00	 4.81	 5.01	 
cat_between_MRI_998	 1	 2	 02	 1	 60	 3.111391e+02	 Dubonim.bmp	 Bounty.bmp	 11	 15	 1	 x	 1	 999	 999000.00	 5.81	 5.62	 
cat_between_MRI_998	 1	 2	 02	 1	 61	 3.171458e+02	 Bounty.bmp	 Halva2.bmp	 15	 16	 0	 x	 1	 999	 999000.00	 5.62	 5.58	 
cat_between_MRI_998	 1	 2	 02	 1	 62	 3.201492e+02	 Bounty.bmp	 ChocolateParaMilk3.bmp	 15	 14	 0	 x	 1	 999	 999000.00	 5.62	 5.67	 
cat_between_MRI_998	 1	 2	 02	 1	 63	 3.231356e+02	 KifkefMaklot2.bmp	 Popco.bmp	 12	 8	 0	 x	 1	 999	 999000.00	 5.77	 6.12	 
cat_between_MRI_998	 1	 2	 02	 1	 64	 3.271403e+02	 WerthersOriginal.bmp	 Popco.bmp	 10	 8	 0	 x	 1	 999	 999000.00	 5.85	 6.12	 
cat_between_MRI_998	 1	 2	 02	 1	 65	 3.341483e+02	 WerthersOriginal.bmp	 Apropo.bmp	 10	 9	 0	 x	 1	 999	 999000.00	 5.85	 6.04	 
cat_between_MRI_998	 1	 2	 02	 1	 66	 3.381528e+02	 Smarties.bmp	 ClickBalls5.bmp	 50	 46	 0	 x	 2	 999	 999000.00	 4.81	 4.91	 
cat_between_MRI_998	 1	 2	 02	 1	 67	 3.421405e+02	 KinderBuenoWhite2.bmp	 ClickBalls5.bmp	 53	 46	 0	 x	 2	 999	 999000.00	 4.76	 4.91	 
cat_between_MRI_998	 1	 2	 02	 1	 68	 3.461450e+02	 PesekZman.bmp	 ChocolateParaCookies5.bmp	 49	 45	 1	 x	 2	 999	 999000.00	 4.83	 4.96	 
cat_between_MRI_998	 1	 2	 02	 1	 69	 3.511506e+02	 KifkefMaklot2.bmp	 Dubonim.bmp	 12	 11	 0	 x	 1	 999	 999000.00	 5.77	 5.81	 
cat_between_MRI_998	 1	 2	 02	 1	 70	 3.541374e+02	 KinderBuenoBrown3.bmp	 Mentos.bmp	 44	 54	 0	 x	 2	 999	 999000.00	 5.01	 4.73	 
cat_between_MRI_998	 1	 2	 02	 1	 71	 3.571406e+02	 Apropo.bmp	 KifkefMaklot2.bmp	 9	 12	 1	 x	 1	 999	 999000.00	 6.04	 5.77	 
cat_between_MRI_998	 1	 2	 02	 1	 72	 3.601441e+02	 KashitSour.bmp	 DoritosNatural.bmp	 51	 52	 1	 x	 2	 999	 999000.00	 4.81	 4.79	 
